date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2019-03-27,1590,118,902,9468,2019-03,5140.84
2019-03-28,1738,94,895,8885,2019-03,9091.810000000001
2019-03-29,1261,107,765,7496,2019-03,4684.35
2019-03-30,0,0,0,0,2019-03,0.0
2019-03-31,731,22,526,2723,2019-03,1788.1599999999999
2019-04-01,1705,81,921,8172,2019-04,18797.46
2019-04-02,1215,96,751,7075,2019-04,6221.75
2019-04-03,1122,89,756,5857,2019-04,3770.2599999999998
2019-04-04,1527,81,844,7110,2019-04,4707.59
2019-04-05,1441,136,884,8736,2019-04,9002.98
2019-04-06,0,0,0,0,2019-04,0.0
2019-04-07,940,37,637,3996,2019-04,3110.41
2019-04-08,1259,74,778,8765,2019-04,3611.4300000000003
2019-04-09,1152,81,666,8366,2019-04,3700.69
2019-04-10,1052,79,675,7484,2019-04,3022.28
2019-04-11,1608,109,785,10996,2019-04,5481.55
2019-04-12,1483,57,719,6927,2019-04,8714.421
2019-04-13,0,0,0,0,2019-04,0.0
2019-04-14,968,44,620,5480,2019-04,2774.57
2019-04-15,3208,96,1286,10647,2019-04,12345.269999999999
2019-04-16,1887,75,991,9133,2019-04,7149.88
2019-04-17,1025,89,603,7680,2019-04,3238.3900000000003
2019-04-18,1930,112,967,9690,2019-04,9542.420000000002
2019-04-19,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,2019-04,0.0
2019-04-23,1903,86,933,9275,2019-04,8523.9
2019-04-24,1307,92,801,7837,2019-04,4271.07
2019-04-25,1192,101,755,7883,2019-04,4706.129999999999
2019-04-26,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,2019-04,0.0
2019-04-28,452,21,361,2571,2019-04,1298.41
2019-04-29,0,0,0,0,2019-04,0.0
2019-04-30,1449,126,796,7474,2019-04,28575.589999999997
2019-05-01,1161,77,702,7857,2019-05,3593.41
2019-05-02,1838,110,917,10040,2019-05,6246.54
2019-05-03,2051,113,1037,10686,2019-05,7276.01
2019-05-04,0,0,0,0,2019-05,0.0
2019-05-05,1506,67,742,7610,2019-05,4316.8
2019-05-06,1766,84,866,9413,2019-05,8745.48
2019-05-07,2586,116,941,11692,2019-05,15484.55
2019-05-08,1701,97,848,10268,2019-05,5969.6
2019-05-09,1965,106,961,12556,2019-05,8547.730000000001
2019-05-10,1425,77,782,8670,2019-05,4957.36
2019-05-11,0,0,0,0,2019-05,0.0
2019-05-12,809,31,575,3552,2019-05,2277.36
2019-05-13,1609,87,799,9484,2019-05,20897.62
2019-05-14,1932,121,910,11045,2019-05,10116.7
2019-05-15,1366,89,729,8818,2019-05,5320.06
2019-05-16,1949,124,904,11856,2019-05,7760.89
2019-05-17,1129,90,616,8116,2019-05,3970.24
2019-05-18,0,0,0,0,2019-05,0.0
2019-05-19,1564,62,881,9437,2019-05,4596.72
2019-05-20,1646,122,850,8592,2019-05,12608.92
2019-05-21,1750,101,933,8549,2019-05,7291.139999999999
2019-05-22,1322,91,715,7278,2019-05,4553.69
2019-05-23,971,78,558,6209,2019-05,4279.93
2019-05-24,1170,85,660,6670,2019-05,5204.240000000001
2019-05-25,0,0,0,0,2019-05,0.0
2019-05-26,632,25,443,2633,2019-05,1716.09
2019-05-27,0,0,0,0,2019-05,0.0
2019-05-28,1281,62,743,6671,2019-05,5080.380000000001
2019-05-29,1456,65,826,5626,2019-05,5831.199999999999
2019-05-30,1588,86,879,7871,2019-05,7065.06
2019-05-31,858,53,564,4782,2019-05,3258.4100000000003
2019-06-01,0,0,0,0,2019-06,0.0
2019-06-02,1561,70,758,9016,2019-06,4963.0
2019-06-03,1229,73,748,7083,2019-06,4730.5
2019-06-04,1926,98,999,9921,2019-06,6788.250000000001
2019-06-05,2327,113,1051,12288,2019-06,10794.619999999999
2019-06-06,1850,110,1003,11143,2019-06,7678.740000000001
2019-06-07,1067,92,670,5859,2019-06,44471.119999999995
2019-06-08,0,0,0,0,2019-06,0.0
2019-06-09,1075,40,649,4786,2019-06,3058.84
2019-06-10,1472,87,846,8056,2019-06,6006.17
2019-06-11,1587,66,880,7104,2019-06,6435.360000000001
2019-06-12,1718,90,927,8970,2019-06,7495.18
2019-06-13,1534,107,869,9710,2019-06,5497.96
2019-06-14,961,62,586,6652,2019-06,3116.09
2019-06-15,0,0,0,0,2019-06,0.0
2019-06-16,1167,64,724,6987,2019-06,3447.66
2019-06-17,2020,102,1009,9455,2019-06,15143.19
2019-06-18,1538,85,874,7367,2019-06,6712.19
2019-06-19,1017,68,652,7141,2019-06,3593.7799999999997
2019-06-20,1973,90,971,10522,2019-06,6436.83
2019-06-21,1039,63,652,6405,2019-06,15250.810000000001
2019-06-22,0,0,0,0,2019-06,0.0
2019-06-23,708,36,557,2750,2019-06,2594.11
2019-06-24,1182,61,724,5152,2019-06,4679.18
2019-06-25,1043,84,647,6805,2019-06,5266.54
2019-06-26,1358,67,999,6420,2019-06,4903.17
2019-06-27,1620,80,944,9435,2019-06,5499.38
2019-06-28,1027,70,607,5539,2019-06,3570.6000000000004
2019-06-29,0,0,0,0,2019-06,0.0
2019-06-30,602,27,423,2534,2019-06,1793.98
2019-07-01,2200,64,1105,9287,2019-07,9378.84
2019-07-02,2202,88,1156,10175,2019-07,9444.64
2019-07-03,1816,77,1004,9264,2019-07,5157.59
2019-07-04,1940,93,1061,10598,2019-07,6634.44
2019-07-05,1630,93,929,8121,2019-07,7447.0
2019-07-06,0,0,0,0,2019-07,0.0
2019-07-07,820,29,604,2840,2019-07,1976.1399999999999
2019-07-08,1515,68,935,8235,2019-07,4452.78
2019-07-09,1667,66,983,7316,2019-07,6601.0199999999995
2019-07-10,1618,66,948,8305,2019-07,15986.319999999998
2019-07-11,1734,91,980,9858,2019-07,5626.65
2019-07-12,1136,62,848,4900,2019-07,4796.17
2019-07-13,0,0,0,0,2019-07,0.0
2019-07-14,1248,53,750,6293,2019-07,3337.94
2019-07-15,2234,107,1207,10147,2019-07,27456.49
2019-07-16,1667,88,860,11884,2019-07,5378.42
2019-07-17,2015,75,1059,9630,2019-07,10977.66
2019-07-18,1570,106,917,10808,2019-07,6732.06
2019-07-19,1301,58,888,6900,2019-07,4170.48
2019-07-20,0,0,0,0,2019-07,0.0
2019-07-21,1125,63,654,7177,2019-07,3185.75
2019-07-22,1946,70,1023,9334,2019-07,7902.72
2019-07-23,1279,89,792,7614,2019-07,4167.231
2019-07-24,1259,86,784,7458,2019-07,3926.12
2019-07-25,1565,125,884,10407,2019-07,5023.55
2019-07-26,1131,70,688,7552,2019-07,3631.94
2019-07-27,0,0,0,0,2019-07,0.0
2019-07-28,1271,43,789,7004,2019-07,3150.26
2019-07-29,1200,51,770,7025,2019-07,4374.540000000001
2019-07-30,1369,61,862,8492,2019-07,16374.76
2019-07-31,1560,84,871,9473,2019-07,4964.93
2019-08-01,1839,99,905,12229,2019-08,6477.52
2019-08-02,1455,66,842,7801,2019-08,4666.74
2019-08-03,0,0,0,0,2019-08,0.0
2019-08-04,541,33,409,3232,2019-08,1310.75
2019-08-05,1490,57,830,7908,2019-08,8444.06
2019-08-06,1119,60,665,6769,2019-08,4280.67
2019-08-07,1376,62,833,7142,2019-08,6398.080000000001
2019-08-08,1984,85,1059,13323,2019-08,14197.550000000001
2019-08-09,1122,61,717,6696,2019-08,-6946.439999999998
2019-08-10,0,0,0,0,2019-08,0.0
2019-08-11,557,37,390,2169,2019-08,2148.46
2019-08-12,926,54,619,6393,2019-08,2759.84
2019-08-13,1035,63,674,7328,2019-08,3041.85
2019-08-14,1666,64,946,10088,2019-08,8401.740000000002
2019-08-15,1539,100,879,11527,2019-08,4655.23
2019-08-16,819,61,562,6662,2019-08,2273.59
2019-08-17,0,0,0,0,2019-08,0.0
2019-08-18,1070,42,658,5007,2019-08,3326.3
2019-08-19,1272,68,732,9423,2019-08,3599.88
2019-08-20,1458,73,823,9432,2019-08,4402.64
2019-08-21,1876,102,965,11438,2019-08,18434.440000000002
2019-08-22,1342,93,798,9236,2019-08,5540.05
2019-08-23,929,55,628,7734,2019-08,2623.57
2019-08-24,0,0,0,0,2019-08,0.0
2019-08-25,1200,39,736,4998,2019-08,2839.4300000000003
2019-08-26,0,0,0,0,2019-08,0.0
2019-08-27,3235,50,1310,8566,2019-08,15682.57
2019-08-28,1305,117,847,6700,2019-08,6112.93
2019-08-29,1405,81,777,10798,2019-08,3538.2300000000005
2019-08-30,2376,107,1140,9914,2019-08,10831.84
2019-08-31,0,0,0,0,2019-08,0.0
2019-09-01,1343,53,825,7469,2019-09,3688.45
2019-09-02,1587,78,897,10214,2019-09,4608.139999999999
2019-09-03,1140,70,710,8241,2019-09,3456.8199999999997
2019-09-04,2112,60,1094,10278,2019-09,10083.69
2019-09-05,1779,90,945,10079,2019-09,5506.24
2019-09-06,1607,88,926,10013,2019-09,5801.75
2019-09-07,0,0,0,0,2019-09,0.0
2019-09-08,2032,78,1019,11939,2019-09,5891.45
2019-09-09,1702,96,916,11077,2019-09,5365.92
2019-09-10,2438,82,1098,14209,2019-09,8955.439999999999
2019-09-11,1376,93,870,7902,2019-09,4233.4400000000005
2019-09-12,2197,115,1022,13514,2019-09,25498.23
2019-09-13,1475,84,825,10142,2019-09,7239.679999999999
2019-09-14,0,0,0,0,2019-09,0.0
2019-09-15,1274,28,830,5728,2019-09,3659.5200000000004
2019-09-16,1436,100,786,11083,2019-09,9538.99
2019-09-17,1718,77,900,10429,2019-09,7132.650000000001
2019-09-18,3129,107,1345,13512,2019-09,14382.71
2019-09-19,2748,148,1219,18957,2019-09,8238.57
2019-09-20,2642,98,1297,14303,2019-09,9697.01
2019-09-21,0,0,0,0,2019-09,0.0
2019-09-22,1987,78,982,12422,2019-09,5630.071
2019-09-23,1554,79,914,9791,2019-09,6052.6810000000005
2019-09-24,1897,115,1029,11719,2019-09,6823.740000000002
2019-09-25,2877,112,1316,15003,2019-09,9160.7
2019-09-26,2508,116,1145,17525,2019-09,7188.15
2019-09-27,1887,94,981,11748,2019-09,7031.1
2019-09-28,0,0,0,0,2019-09,0.0
2019-09-29,1429,36,863,5354,2019-09,3742.4300000000003
2019-09-30,2296,91,1096,12554,2019-09,12685.849999999999
2019-10-01,2797,104,1197,13893,2019-10,10178.91
2019-10-02,2447,104,1121,16277,2019-10,7605.900000000001
2019-10-03,3189,218,1317,18481,2019-10,9950.34
2019-10-04,2426,108,1091,14005,2019-10,13428.759999999998
2019-10-05,0,0,0,0,2019-10,0.0
2019-10-06,1292,41,811,5026,2019-10,3418.62
2019-10-07,3232,139,1334,15661,2019-10,14532.65
2019-10-08,2467,105,1241,15830,2019-10,8147.76
2019-10-09,2193,110,1138,12411,2019-10,7587.469999999999
2019-10-10,2358,106,1189,12572,2019-10,8818.51
2019-10-11,1810,88,998,11335,2019-10,7246.19
2019-10-12,0,0,0,0,2019-10,0.0
2019-10-13,1254,39,800,6051,2019-10,4307.24
2019-10-14,2944,108,1352,15652,2019-10,12819.66
2019-10-15,2908,109,1247,16357,2019-10,9220.439999999999
2019-10-16,2318,107,1198,12622,2019-10,20575.569999999996
2019-10-17,2350,106,1155,15132,2019-10,7120.89
2019-10-18,1404,69,810,10026,2019-10,4151.83
2019-10-19,0,0,0,0,2019-10,0.0
2019-10-20,1728,45,970,6012,2019-10,4753.1900000000005
2019-10-21,2976,141,1360,13039,2019-10,17005.35
2019-10-22,2492,112,1152,15269,2019-10,7354.83
2019-10-23,1930,107,1055,10177,2019-10,7333.51
2019-10-24,2540,137,1154,15361,2019-10,20672.57
2019-10-25,1641,101,869,9780,2019-10,5845.610000000001
2019-10-26,0,0,0,0,2019-10,0.0
2019-10-27,2907,97,1214,14551,2019-10,7547.4400000000005
2019-10-28,3414,109,1620,14964,2019-10,27382.57
2019-10-29,1786,105,911,9967,2019-10,5220.54
2019-10-30,2632,116,1261,13377,2019-10,9318.44
2019-10-31,2419,124,1221,13732,2019-10,7837.72
2019-11-01,3011,143,1290,17448,2019-11,8744.890000000001
2019-11-02,0,0,0,0,2019-11,0.0
2019-11-03,3437,104,1315,16759,2019-11,9458.880000000001
2019-11-04,2099,115,1064,11859,2019-11,22665.75
2019-11-05,4070,144,1487,18411,2019-11,16788.07
2019-11-06,2716,127,1250,16546,2019-11,8781.16
2019-11-07,3275,184,1329,19998,2019-11,13371.5
2019-11-08,4089,118,1536,19360,2019-11,14116.55
2019-11-09,0,0,0,0,2019-11,0.0
2019-11-10,3018,93,1263,14598,2019-11,9141.78
2019-11-11,3597,152,1432,18402,2019-11,15262.539999999999
2019-11-12,3445,142,1475,16271,2019-11,13241.65
2019-11-13,4195,161,1537,20198,2019-11,16784.08
2019-11-14,3621,170,1441,20272,2019-11,11881.45
2019-11-15,2920,164,1274,15161,2019-11,12070.650000000001
2019-11-16,0,0,0,0,2019-11,0.0
2019-11-17,3334,105,1288,14178,2019-11,10454.85
2019-11-18,2930,122,1270,15367,2019-11,9420.89
2019-11-19,3967,174,1527,18961,2019-11,13066.73
2019-11-20,3619,154,1420,19799,2019-11,16560.47
2019-11-21,3766,146,1528,17358,2019-11,13548.73
2019-11-22,3125,98,1390,12531,2019-11,14484.61
2019-11-23,0,0,0,0,2019-11,0.0
2019-11-24,2543,60,1125,9015,2019-11,6497.72
2019-11-25,3330,126,1446,16753,2019-11,13875.509999999998
2019-11-26,4313,151,1560,17976,2019-11,18797.66
2019-11-27,3454,164,1403,17525,2019-11,15757.029999999999
2019-11-28,2901,169,1274,15553,2019-11,10330.46
2019-11-29,2880,142,1335,15147,2019-11,10352.04
2019-11-30,0,0,0,0,2019-11,0.0
